dialogue_id,condition,host_a_file,host_a_gender,host_a_accent,host_b_file,host_b_gender,host_b_accent
66,us_us,v0062.wav,male,american,v0027.wav,female,american
560,uk_uk,v0017.wav,female,british,v0031.wav,male,british
3749,us_us,v0074.wav,male,american,v0044.wav,male,american
531,us_us,v0047.wav,female,american,v0044.wav,male,american
389,us_us,v0043.wav,female,american,v0015.wav,female,american
642,mixed,v0092.wav,male,british,v0080.wav,male,american
539,mixed,v0092.wav,male,british,v0059.wav,female,american
647,us_us,v0027.wav,female,american,v0080.wav,male,american
416,mixed,v0044.wav,male,american,v0000.wav,female,british
503,uk_uk,v0000.wav,female,british,v0092.wav,male,british
564,uk_uk,v0031.wav,male,british,v0000.wav,female,british
572,mixed,v0050.wav,female,british,v0012.wav,male,american
437,us_us,v0085.wav,female,american,v0014.wav,female,american
450,us_us,v0012.wav,male,american,v0089.wav,female,american
514,uk_uk,v0031.wav,male,british,v0000.wav,female,british
530,mixed,v0012.wav,male,american,v0031.wav,male,british
48,uk_uk,v0017.wav,female,british,v0050.wav,female,british
469,mixed,v0018.wav,male,american,v0000.wav,female,british
656,uk_uk,v0050.wav,female,british,v0017.wav,female,british
492,us_us,v0014.wav,female,american,v0044.wav,male,american
649,uk_uk,v0031.wav,male,british,v0000.wav,female,british
467,mixed,v0092.wav,male,british,v0038.wav,female,american
672,uk_uk,v0000.wav,female,british,v0031.wav,male,british
671,us_us,v0051.wav,male,american,v0038.wav,female,american
575,us_us,v0015.wav,female,american,v0044.wav,male,american
417,uk_uk,v0031.wav,male,british,v0000.wav,female,british
502,mixed,v0014.wav,female,american,v0031.wav,male,british
674,uk_uk,v0050.wav,female,british,v0000.wav,female,british
3747,uk_uk,v0017.wav,female,british,v0092.wav,male,british
612,mixed,v0089.wav,female,american,v0031.wav,male,british
577,us_us,v0059.wav,female,american,v0051.wav,male,american
6360,mixed,v0085.wav,female,american,v0000.wav,female,british
653,mixed,v0092.wav,male,british,v0062.wav,male,american
537,us_us,v0051.wav,male,american,v0090.wav,female,american
402,us_us,v0015.wav,female,american,v0062.wav,male,american
625,mixed,v0017.wav,female,british,v0018.wav,male,american
596,us_us,v0018.wav,male,american,v0038.wav,female,american
581,mixed,v0017.wav,female,british,v0027.wav,female,american
561,mixed,v0031.wav,male,british,v0018.wav,male,american
390,uk_uk,v0050.wav,female,british,v0092.wav,male,british
529,uk_uk,v0050.wav,female,british,v0000.wav,female,british
4,mixed,v0031.wav,male,british,v0027.wav,female,american
557,mixed,v0092.wav,male,british,v0044.wav,male,american
609,us_us,v0080.wav,male,american,v0074.wav,male,american
650,us_us,v0047.wav,female,american,v0062.wav,male,american
548,uk_uk,v0092.wav,male,british,v0031.wav,male,british
61,mixed,v0015.wav,female,american,v0017.wav,female,british
617,mixed,v0017.wav,female,british,v0015.wav,female,american
550,us_us,v0062.wav,male,american,v0043.wav,female,american
611,mixed,v0015.wav,female,american,v0000.wav,female,british
472,mixed,v0044.wav,male,american,v0017.wav,female,british
509,uk_uk,v0050.wav,female,british,v0000.wav,female,british
3742,uk_uk,v0017.wav,female,british,v0050.wav,female,british
44,us_us,v0085.wav,female,american,v0080.wav,male,american
56,us_us,v0015.wav,female,american,v0038.wav,female,american
666,uk_uk,v0000.wav,female,british,v0017.wav,female,british
669,mixed,v0092.wav,male,british,v0080.wav,male,american
442,uk_uk,v0000.wav,female,british,v0050.wav,female,british
6357,mixed,v0074.wav,male,american,v0092.wav,male,british
419,mixed,v0027.wav,female,american,v0031.wav,male,british
657,uk_uk,v0017.wav,female,british,v0000.wav,female,british
498,uk_uk,v0000.wav,female,british,v0092.wav,male,british
484,us_us,v0027.wav,female,american,v0014.wav,female,american
3744,mixed,v0038.wav,female,american,v0092.wav,male,british
430,uk_uk,v0050.wav,female,british,v0017.wav,female,british
3764,us_us,v0047.wav,female,american,v0080.wav,male,american
449,us_us,v0015.wav,female,american,v0085.wav,female,american
439,mixed,v0015.wav,female,american,v0092.wav,male,british
554,mixed,v0017.wav,female,british,v0027.wav,female,american
387,mixed,v0000.wav,female,british,v0074.wav,male,american
551,mixed,v0015.wav,female,american,v0050.wav,female,british
521,mixed,v0031.wav,male,british,v0015.wav,female,american
513,us_us,v0047.wav,female,american,v0089.wav,female,american
648,mixed,v0031.wav,male,british,v0018.wav,male,american
489,us_us,v0047.wav,female,american,v0014.wav,female,american
634,mixed,v0031.wav,male,british,v0074.wav,male,american
3769,us_us,v0026.wav,male,american,v0090.wav,female,american
637,uk_uk,v0017.wav,female,british,v0050.wav,female,british
459,us_us,v0015.wav,female,american,v0089.wav,female,american
3762,mixed,v0038.wav,female,american,v0092.wav,male,british
613,us_us,v0051.wav,male,american,v0027.wav,female,american
478,uk_uk,v0092.wav,male,british,v0000.wav,female,british
57,us_us,v0090.wav,female,american,v0059.wav,female,american
563,uk_uk,v0017.wav,female,british,v0092.wav,male,british
415,us_us,v0012.wav,male,american,v0047.wav,female,american
660,us_us,v0047.wav,female,american,v0074.wav,male,american
506,mixed,v0017.wav,female,british,v0047.wav,female,american
3768,mixed,v0043.wav,female,american,v0017.wav,female,british
58,mixed,v0092.wav,male,british,v0047.wav,female,american
639,mixed,v0031.wav,male,british,v0018.wav,male,american
403,us_us,v0080.wav,male,american,v0012.wav,male,american
504,uk_uk,v0017.wav,female,british,v0050.wav,female,british
432,us_us,v0018.wav,male,american,v0038.wav,female,american
473,us_us,v0044.wav,male,american,v0089.wav,female,american
579,mixed,v0047.wav,female,american,v0000.wav,female,british
618,uk_uk,v0000.wav,female,british,v0050.wav,female,british
620,uk_uk,v0000.wav,female,british,v0017.wav,female,british
574,uk_uk,v0000.wav,female,british,v0092.wav,male,british
667,mixed,v0092.wav,male,british,v0012.wav,male,american
553,uk_uk,v0017.wav,female,british,v0000.wav,female,british
457,mixed,v0080.wav,male,american,v0092.wav,male,british
38,us_us,v0047.wav,female,american,v0059.wav,female,american
549,us_us,v0062.wav,male,american,v0051.wav,male,american
398,mixed,v0017.wav,female,british,v0038.wav,female,american
47,mixed,v0031.wav,male,british,v0051.wav,male,american
578,uk_uk,v0017.wav,female,british,v0031.wav,male,british
3771,us_us,v0015.wav,female,american,v0027.wav,female,american
418,us_us,v0089.wav,female,american,v0038.wav,female,american
438,mixed,v0000.wav,female,british,v0051.wav,male,american
412,uk_uk,v0050.wav,female,british,v0017.wav,female,british
3767,us_us,v0014.wav,female,american,v0059.wav,female,american
614,uk_uk,v0050.wav,female,british,v0092.wav,male,british
3752,us_us,v0026.wav,male,american,v0047.wav,female,american
654,mixed,v0092.wav,male,british,v0047.wav,female,american
486,mixed,v0085.wav,female,american,v0050.wav,female,british
507,uk_uk,v0017.wav,female,british,v0050.wav,female,british
45,mixed,v0000.wav,female,british,v0089.wav,female,american
386,us_us,v0085.wav,female,american,v0080.wav,male,american
408,mixed,v0050.wav,female,british,v0047.wav,female,american
533,mixed,v0051.wav,male,american,v0017.wav,female,british
487,uk_uk,v0050.wav,female,british,v0092.wav,male,british
410,us_us,v0047.wav,female,american,v0085.wav,female,american
405,uk_uk,v0092.wav,male,british,v0000.wav,female,british
652,us_us,v0015.wav,female,american,v0038.wav,female,american
588,uk_uk,v0031.wav,male,british,v0000.wav,female,british
436,mixed,v0031.wav,male,british,v0018.wav,male,american
664,uk_uk,v0017.wav,female,british,v0031.wav,male,british
565,us_us,v0026.wav,male,american,v0090.wav,female,american
50,uk_uk,v0000.wav,female,british,v0092.wav,male,british
3770,uk_uk,v0092.wav,male,british,v0050.wav,female,british
597,uk_uk,v0031.wav,male,british,v0017.wav,female,british
628,mixed,v0043.wav,female,american,v0092.wav,male,british
641,uk_uk,v0092.wav,male,british,v0050.wav,female,british
3774,uk_uk,v0031.wav,male,british,v0017.wav,female,british
670,uk_uk,v0092.wav,male,british,v0017.wav,female,british
380,uk_uk,v0050.wav,female,british,v0000.wav,female,british
501,uk_uk,v0017.wav,female,british,v0092.wav,male,british
646,uk_uk,v0031.wav,male,british,v0017.wav,female,british
381,mixed,v0026.wav,male,american,v0000.wav,female,british
394,uk_uk,v0050.wav,female,british,v0031.wav,male,british
374,mixed,v0038.wav,female,american,v0000.wav,female,british
602,mixed,v0017.wav,female,british,v0085.wav,female,american
606,us_us,v0085.wav,female,american,v0089.wav,female,american
569,uk_uk,v0050.wav,female,british,v0092.wav,male,british
400,mixed,v0085.wav,female,american,v0050.wav,female,british
382,mixed,v0089.wav,female,american,v0092.wav,male,british
505,us_us,v0043.wav,female,american,v0059.wav,female,american
558,uk_uk,v0031.wav,male,british,v0000.wav,female,british
464,uk_uk,v0017.wav,female,british,v0000.wav,female,british
525,mixed,v0031.wav,male,british,v0018.wav,male,american
520,us_us,v0080.wav,male,american,v0044.wav,male,american
658,us_us,v0018.wav,male,american,v0027.wav,female,american
556,mixed,v0080.wav,male,american,v0092.wav,male,british
662,us_us,v0089.wav,female,american,v0012.wav,male,american
39,mixed,v0080.wav,male,american,v0000.wav,female,british
383,uk_uk,v0050.wav,female,british,v0031.wav,male,british
632,mixed,v0085.wav,female,american,v0031.wav,male,british
562,uk_uk,v0092.wav,male,british,v0050.wav,female,british
604,us_us,v0059.wav,female,american,v0051.wav,male,american
500,uk_uk,v0092.wav,male,british,v0000.wav,female,british
655,us_us,v0085.wav,female,american,v0047.wav,female,american
434,us_us,v0090.wav,female,american,v0012.wav,male,american
3,uk_uk,v0017.wav,female,british,v0000.wav,female,british
586,uk_uk,v0050.wav,female,british,v0017.wav,female,british
474,uk_uk,v0092.wav,male,british,v0000.wav,female,british
511,uk_uk,v0031.wav,male,british,v0092.wav,male,british
590,uk_uk,v0017.wav,female,british,v0050.wav,female,british
635,uk_uk,v0092.wav,male,british,v0000.wav,female,british
591,mixed,v0092.wav,male,british,v0015.wav,female,american
456,mixed,v0014.wav,female,american,v0017.wav,female,british
444,uk_uk,v0050.wav,female,british,v0017.wav,female,british
3759,uk_uk,v0050.wav,female,british,v0000.wav,female,british
3758,uk_uk,v0092.wav,male,british,v0031.wav,male,british
409,mixed,v0031.wav,male,british,v0026.wav,male,american
429,us_us,v0074.wav,male,american,v0038.wav,female,american
515,us_us,v0080.wav,male,american,v0047.wav,female,american
571,uk_uk,v0050.wav,female,british,v0092.wav,male,british
482,mixed,v0000.wav,female,british,v0012.wav,male,american
393,us_us,v0012.wav,male,american,v0018.wav,male,american
461,us_us,v0085.wav,female,american,v0089.wav,female,american
54,uk_uk,v0031.wav,male,british,v0000.wav,female,british
376,us_us,v0062.wav,male,american,v0080.wav,male,american
566,mixed,v0050.wav,female,british,v0051.wav,male,american
636,us_us,v0018.wav,male,american,v0014.wav,female,american
60,uk_uk,v0000.wav,female,british,v0050.wav,female,british
477,uk_uk,v0031.wav,male,british,v0000.wav,female,british
517,mixed,v0092.wav,male,british,v0074.wav,male,american
5,us_us,v0085.wav,female,american,v0051.wav,male,american
377,us_us,v0090.wav,female,american,v0047.wav,female,american
583,us_us,v0051.wav,male,american,v0090.wav,female,american
480,us_us,v0012.wav,male,american,v0044.wav,male,american
399,uk_uk,v0050.wav,female,british,v0000.wav,female,british
445,us_us,v0062.wav,male,american,v0044.wav,male,american
542,mixed,v0031.wav,male,british,v0015.wav,female,american
423,us_us,v0047.wav,female,american,v0080.wav,male,american
424,us_us,v0014.wav,female,american,v0051.wav,male,american
527,us_us,v0080.wav,male,american,v0051.wav,male,american
3775,mixed,v0000.wav,female,british,v0027.wav,female,american
534,us_us,v0018.wav,male,american,v0038.wav,female,american
51,uk_uk,v0092.wav,male,british,v0000.wav,female,british
621,us_us,v0027.wav,female,american,v0015.wav,female,american
516,us_us,v0043.wav,female,american,v0012.wav,male,american
536,mixed,v0018.wav,male,american,v0017.wav,female,british
544,mixed,v0089.wav,female,american,v0031.wav,male,british
3748,mixed,v0027.wav,female,american,v0031.wav,male,british
447,uk_uk,v0092.wav,male,british,v0000.wav,female,british
631,mixed,v0059.wav,female,american,v0000.wav,female,british
470,mixed,v0092.wav,male,british,v0043.wav,female,american
55,uk_uk,v0050.wav,female,british,v0000.wav,female,british
479,mixed,v0031.wav,male,british,v0012.wav,male,american
