dialogue_id,condition,host_a_file,host_a_gender,host_a_accent,host_b_file,host_b_gender,host_b_accent
893,mixed,v0089.wav,female,american,v0092.wav,male,british
779,uk_uk,v0000.wav,female,british,v0017.wav,female,british
951,us_us,v0047.wav,female,american,v0089.wav,female,american
948,us_us,v0014.wav,female,american,v0015.wav,female,american
899,mixed,v0031.wav,male,british,v0059.wav,female,american
835,uk_uk,v0050.wav,female,british,v0000.wav,female,british
809,uk_uk,v0092.wav,male,british,v0050.wav,female,british
836,us_us,v0047.wav,female,american,v0062.wav,male,american
722,uk_uk,v0050.wav,female,british,v0000.wav,female,british
728,mixed,v0092.wav,male,british,v0012.wav,male,american
726,us_us,v0062.wav,male,american,v0047.wav,female,american
86,uk_uk,v0092.wav,male,british,v0017.wav,female,british
814,uk_uk,v0050.wav,female,british,v0017.wav,female,british
968,mixed,v0074.wav,male,american,v0031.wav,male,british
822,us_us,v0059.wav,female,american,v0043.wav,female,american
725,uk_uk,v0031.wav,male,british,v0017.wav,female,british
88,us_us,v0026.wav,male,american,v0080.wav,male,american
707,us_us,v0089.wav,female,american,v0080.wav,male,american
790,us_us,v0012.wav,male,american,v0047.wav,female,american
865,us_us,v0026.wav,male,american,v0018.wav,male,american
68,uk_uk,v0050.wav,female,british,v0031.wav,male,british
884,us_us,v0080.wav,male,american,v0038.wav,female,american
83,uk_uk,v0031.wav,male,british,v0000.wav,female,british
9140,us_us,v0012.wav,male,american,v0085.wav,female,american
9139,mixed,v0000.wav,female,british,v0018.wav,male,american
688,us_us,v0018.wav,male,american,v0012.wav,male,american
818,mixed,v0000.wav,female,british,v0085.wav,female,american
721,mixed,v0051.wav,male,american,v0017.wav,female,british
9131,mixed,v0050.wav,female,british,v0059.wav,female,american
750,uk_uk,v0000.wav,female,british,v0050.wav,female,british
89,uk_uk,v0017.wav,female,british,v0050.wav,female,british
696,uk_uk,v0031.wav,male,british,v0050.wav,female,british
87,us_us,v0044.wav,male,american,v0038.wav,female,american
685,mixed,v0047.wav,female,american,v0092.wav,male,british
906,mixed,v0038.wav,female,american,v0031.wav,male,british
753,mixed,v0000.wav,female,british,v0015.wav,female,american
916,uk_uk,v0092.wav,male,british,v0000.wav,female,british
682,uk_uk,v0000.wav,female,british,v0050.wav,female,british
803,mixed,v0050.wav,female,british,v0027.wav,female,american
861,us_us,v0026.wav,male,american,v0012.wav,male,american
761,mixed,v0031.wav,male,british,v0018.wav,male,american
94,mixed,v0015.wav,female,american,v0092.wav,male,british
720,uk_uk,v0017.wav,female,british,v0000.wav,female,british
777,mixed,v0012.wav,male,american,v0017.wav,female,british
767,us_us,v0044.wav,male,american,v0015.wav,female,american
900,mixed,v0050.wav,female,british,v0051.wav,male,american
686,mixed,v0014.wav,female,american,v0092.wav,male,british
699,us_us,v0015.wav,female,american,v0089.wav,female,american
863,us_us,v0043.wav,female,american,v0059.wav,female,american
821,mixed,v0062.wav,male,american,v0017.wav,female,british
781,uk_uk,v0050.wav,female,british,v0031.wav,male,british
831,uk_uk,v0050.wav,female,british,v0017.wav,female,british
888,uk_uk,v0000.wav,female,british,v0031.wav,male,british
901,us_us,v0012.wav,male,american,v0085.wav,female,american
940,uk_uk,v0050.wav,female,british,v0000.wav,female,british
992,us_us,v0047.wav,female,american,v0018.wav,male,american
703,uk_uk,v0000.wav,female,british,v0017.wav,female,british
764,us_us,v0044.wav,male,american,v0080.wav,male,american
874,us_us,v0051.wav,male,american,v0047.wav,female,american
817,us_us,v0027.wav,female,american,v0047.wav,female,american
909,uk_uk,v0000.wav,female,british,v0092.wav,male,british
868,us_us,v0015.wav,female,american,v0062.wav,male,american
833,us_us,v0044.wav,male,american,v0014.wav,female,american
719,uk_uk,v0000.wav,female,british,v0031.wav,male,british
921,us_us,v0044.wav,male,american,v0014.wav,female,american
704,us_us,v0074.wav,male,american,v0059.wav,female,american
775,us_us,v0089.wav,female,american,v0038.wav,female,american
9137,mixed,v0074.wav,male,american,v0050.wav,female,british
983,uk_uk,v0017.wav,female,british,v0092.wav,male,british
751,mixed,v0015.wav,female,american,v0017.wav,female,british
827,uk_uk,v0031.wav,male,british,v0050.wav,female,british
697,uk_uk,v0050.wav,female,british,v0017.wav,female,british
733,mixed,v0047.wav,female,american,v0017.wav,female,british
864,us_us,v0043.wav,female,american,v0080.wav,male,american
908,mixed,v0015.wav,female,american,v0031.wav,male,british
735,uk_uk,v0092.wav,male,british,v0031.wav,male,british
961,us_us,v0015.wav,female,american,v0038.wav,female,american
724,us_us,v0044.wav,male,american,v0051.wav,male,american
847,mixed,v0000.wav,female,british,v0080.wav,male,american
739,us_us,v0085.wav,female,american,v0018.wav,male,american
691,mixed,v0027.wav,female,american,v0017.wav,female,british
858,mixed,v0031.wav,male,british,v0090.wav,female,american
998,uk_uk,v0017.wav,female,british,v0050.wav,female,british
824,mixed,v0031.wav,male,british,v0089.wav,female,american
907,uk_uk,v0050.wav,female,british,v0092.wav,male,british
810,uk_uk,v0031.wav,male,british,v0000.wav,female,british
917,uk_uk,v0050.wav,female,british,v0017.wav,female,british
886,mixed,v0059.wav,female,american,v0031.wav,male,british
957,uk_uk,v0017.wav,female,british,v0031.wav,male,british
768,uk_uk,v0092.wav,male,british,v0000.wav,female,british
927,mixed,v0043.wav,female,american,v0050.wav,female,british
787,uk_uk,v0092.wav,male,british,v0017.wav,female,british
711,uk_uk,v0017.wav,female,british,v0050.wav,female,british
784,mixed,v0014.wav,female,american,v0092.wav,male,british
730,uk_uk,v0050.wav,female,british,v0031.wav,male,british
778,us_us,v0015.wav,female,american,v0059.wav,female,american
67,mixed,v0050.wav,female,british,v0043.wav,female,american
977,us_us,v0043.wav,female,american,v0059.wav,female,american
829,uk_uk,v0050.wav,female,british,v0031.wav,male,british
850,us_us,v0080.wav,male,american,v0059.wav,female,american
843,mixed,v0092.wav,male,british,v0027.wav,female,american
98,mixed,v0044.wav,male,american,v0092.wav,male,british
922,us_us,v0080.wav,male,american,v0085.wav,female,american
798,uk_uk,v0017.wav,female,british,v0092.wav,male,british
73,us_us,v0015.wav,female,american,v0038.wav,female,american
792,mixed,v0000.wav,female,british,v0059.wav,female,american
734,us_us,v0014.wav,female,american,v0018.wav,male,american
712,mixed,v0074.wav,male,american,v0017.wav,female,british
911,us_us,v0018.wav,male,american,v0090.wav,female,american
82,uk_uk,v0031.wav,male,british,v0092.wav,male,british
883,uk_uk,v0000.wav,female,british,v0031.wav,male,british
80,uk_uk,v0000.wav,female,british,v0017.wav,female,british
69,us_us,v0074.wav,male,american,v0059.wav,female,american
72,mixed,v0047.wav,female,american,v0031.wav,male,british
985,mixed,v0092.wav,male,british,v0051.wav,male,american
965,uk_uk,v0000.wav,female,british,v0050.wav,female,british
904,us_us,v0074.wav,male,american,v0085.wav,female,american
997,uk_uk,v0031.wav,male,british,v0000.wav,female,british
934,uk_uk,v0050.wav,female,british,v0000.wav,female,british
932,mixed,v0092.wav,male,british,v0026.wav,male,american
796,us_us,v0014.wav,female,american,v0043.wav,female,american
709,uk_uk,v0031.wav,male,british,v0000.wav,female,british
75,uk_uk,v0000.wav,female,british,v0017.wav,female,british
987,us_us,v0047.wav,female,american,v0059.wav,female,american
866,us_us,v0059.wav,female,american,v0014.wav,female,american
679,uk_uk,v0050.wav,female,british,v0017.wav,female,british
936,mixed,v0017.wav,female,british,v0074.wav,male,american
830,uk_uk,v0000.wav,female,british,v0050.wav,female,british
996,mixed,v0074.wav,male,american,v0000.wav,female,british
9136,us_us,v0044.wav,male,american,v0047.wav,female,american
852,us_us,v0059.wav,female,american,v0038.wav,female,american
754,mixed,v0059.wav,female,american,v0050.wav,female,british
844,mixed,v0015.wav,female,american,v0092.wav,male,british
731,us_us,v0080.wav,male,american,v0059.wav,female,american
689,mixed,v0031.wav,male,british,v0051.wav,male,american
706,mixed,v0080.wav,male,american,v0017.wav,female,british
969,uk_uk,v0050.wav,female,british,v0000.wav,female,british
946,uk_uk,v0050.wav,female,british,v0031.wav,male,british
834,us_us,v0080.wav,male,american,v0043.wav,female,american
905,uk_uk,v0000.wav,female,british,v0017.wav,female,british
887,uk_uk,v0017.wav,female,british,v0050.wav,female,british
782,us_us,v0080.wav,male,american,v0074.wav,male,american
9134,uk_uk,v0031.wav,male,british,v0050.wav,female,british
680,us_us,v0089.wav,female,american,v0090.wav,female,american
880,us_us,v0090.wav,female,american,v0074.wav,male,american
743,mixed,v0090.wav,female,american,v0050.wav,female,british
799,us_us,v0018.wav,male,american,v0015.wav,female,american
9,uk_uk,v0092.wav,male,british,v0000.wav,female,british
91,uk_uk,v0092.wav,male,british,v0031.wav,male,british
774,us_us,v0012.wav,male,american,v0047.wav,female,american
937,us_us,v0089.wav,female,american,v0014.wav,female,american
800,uk_uk,v0000.wav,female,british,v0092.wav,male,british
793,uk_uk,v0050.wav,female,british,v0000.wav,female,british
988,mixed,v0031.wav,male,british,v0059.wav,female,american
805,uk_uk,v0017.wav,female,british,v0031.wav,male,british
926,mixed,v0047.wav,female,american,v0000.wav,female,british
765,uk_uk,v0050.wav,female,british,v0031.wav,male,british
773,uk_uk,v0050.wav,female,british,v0000.wav,female,british
791,uk_uk,v0000.wav,female,british,v0050.wav,female,british
77,mixed,v0015.wav,female,american,v0050.wav,female,british
812,us_us,v0018.wav,male,american,v0047.wav,female,american
962,us_us,v0085.wav,female,american,v0018.wav,male,american
92,mixed,v0017.wav,female,british,v0027.wav,female,american
875,us_us,v0018.wav,male,american,v0080.wav,male,american
885,us_us,v0074.wav,male,american,v0044.wav,male,american
898,mixed,v0092.wav,male,british,v0027.wav,female,american
825,mixed,v0092.wav,male,british,v0085.wav,female,american
9138,uk_uk,v0000.wav,female,british,v0031.wav,male,british
6,mixed,v0092.wav,male,british,v0089.wav,female,american
716,mixed,v0000.wav,female,british,v0074.wav,male,american
694,us_us,v0047.wav,female,american,v0085.wav,female,american
749,us_us,v0027.wav,female,american,v0012.wav,male,american
869,uk_uk,v0017.wav,female,british,v0092.wav,male,british
763,mixed,v0038.wav,female,american,v0017.wav,female,british
702,mixed,v0038.wav,female,american,v0017.wav,female,british
747,us_us,v0080.wav,male,american,v0047.wav,female,american
8,mixed,v0089.wav,female,american,v0031.wav,male,british
973,mixed,v0050.wav,female,british,v0027.wav,female,american
855,us_us,v0014.wav,female,american,v0027.wav,female,american
95,us_us,v0074.wav,male,american,v0080.wav,male,american
950,uk_uk,v0092.wav,male,british,v0050.wav,female,british
90,us_us,v0038.wav,female,american,v0044.wav,male,american
970,uk_uk,v0000.wav,female,british,v0050.wav,female,british
870,mixed,v0017.wav,female,british,v0047.wav,female,american
97,uk_uk,v0031.wav,male,british,v0050.wav,female,british
933,mixed,v0031.wav,male,british,v0027.wav,female,american
931,us_us,v0089.wav,female,american,v0085.wav,female,american
882,us_us,v0085.wav,female,american,v0043.wav,female,american
675,uk_uk,v0017.wav,female,british,v0092.wav,male,british
687,mixed,v0050.wav,female,british,v0043.wav,female,american
859,uk_uk,v0031.wav,male,british,v0050.wav,female,british
795,uk_uk,v0031.wav,male,british,v0000.wav,female,british
811,uk_uk,v0092.wav,male,british,v0031.wav,male,british
839,us_us,v0062.wav,male,american,v0026.wav,male,american
819,mixed,v0047.wav,female,american,v0092.wav,male,british
972,uk_uk,v0031.wav,male,british,v0050.wav,female,british
700,us_us,v0026.wav,male,american,v0043.wav,female,american
953,mixed,v0074.wav,male,american,v0017.wav,female,british
840,mixed,v0017.wav,female,british,v0062.wav,male,american
804,uk_uk,v0017.wav,female,british,v0092.wav,male,british
955,mixed,v0092.wav,male,british,v0062.wav,male,american
678,us_us,v0085.wav,female,american,v0012.wav,male,american
757,mixed,v0000.wav,female,british,v0015.wav,female,american
980,uk_uk,v0031.wav,male,british,v0092.wav,male,british
84,us_us,v0047.wav,female,american,v0085.wav,female,american
939,mixed,v0085.wav,female,american,v0092.wav,male,british
919,uk_uk,v0000.wav,female,british,v0092.wav,male,british
990,mixed,v0031.wav,male,british,v0062.wav,male,american
872,mixed,v0062.wav,male,american,v0050.wav,female,british
871,uk_uk,v0031.wav,male,british,v0092.wav,male,british
993,us_us,v0059.wav,female,american,v0080.wav,male,american
766,uk_uk,v0050.wav,female,british,v0092.wav,male,british
849,mixed,v0031.wav,male,british,v0012.wav,male,american
785,mixed,v0000.wav,female,british,v0047.wav,female,american
971,us_us,v0089.wav,female,american,v0074.wav,male,american
978,uk_uk,v0017.wav,female,british,v0050.wav,female,british
715,uk_uk,v0000.wav,female,british,v0017.wav,female,british
974,us_us,v0085.wav,female,american,v0018.wav,male,american
943,us_us,v0014.wav,female,american,v0012.wav,male,american
929,uk_uk,v0017.wav,female,british,v0050.wav,female,british
894,us_us,v0012.wav,male,american,v0074.wav,male,american
935,uk_uk,v0017.wav,female,british,v0031.wav,male,british
740,us_us,v0062.wav,male,american,v0059.wav,female,american
710,uk_uk,v0000.wav,female,british,v0050.wav,female,british
705,mixed,v0092.wav,male,british,v0044.wav,male,american
960,us_us,v0047.wav,female,american,v0043.wav,female,american
925,us_us,v0074.wav,male,american,v0089.wav,female,american
815,uk_uk,v0092.wav,male,british,v0031.wav,male,british
914,mixed,v0017.wav,female,british,v0018.wav,male,american
780,uk_uk,v0092.wav,male,british,v0000.wav,female,british
684,mixed,v0050.wav,female,british,v0038.wav,female,american
714,mixed,v0000.wav,female,british,v0027.wav,female,american
746,uk_uk,v0050.wav,female,british,v0017.wav,female,british
9126,mixed,v0000.wav,female,british,v0027.wav,female,american
79,us_us,v0062.wav,male,american,v0090.wav,female,american
947,us_us,v0089.wav,female,american,v0085.wav,female,american
727,us_us,v0074.wav,male,american,v0080.wav,male,american
9130,mixed,v0026.wav,male,american,v0000.wav,female,british
876,us_us,v0018.wav,male,american,v0027.wav,female,american
769,mixed,v0012.wav,male,american,v0017.wav,female,british
954,mixed,v0047.wav,female,american,v0000.wav,female,british
986,mixed,v0027.wav,female,american,v0031.wav,male,british
718,us_us,v0059.wav,female,american,v0027.wav,female,american
742,mixed,v0050.wav,female,british,v0059.wav,female,american
881,mixed,v0000.wav,female,british,v0018.wav,male,american
967,mixed,v0047.wav,female,american,v0092.wav,male,british
762,us_us,v0090.wav,female,american,v0089.wav,female,american
752,uk_uk,v0092.wav,male,british,v0017.wav,female,british
85,us_us,v0014.wav,female,american,v0047.wav,female,american
979,mixed,v0017.wav,female,british,v0027.wav,female,american
862,mixed,v0050.wav,female,british,v0090.wav,female,american
891,us_us,v0051.wav,male,american,v0038.wav,female,american
70,us_us,v0043.wav,female,american,v0026.wav,male,american
695,uk_uk,v0000.wav,female,british,v0031.wav,male,british
770,us_us,v0080.wav,male,american,v0038.wav,female,american
902,uk_uk,v0050.wav,female,british,v0017.wav,female,british
806,uk_uk,v0092.wav,male,british,v0050.wav,female,british
802,us_us,v0051.wav,male,american,v0014.wav,female,american
760,mixed,v0089.wav,female,american,v0017.wav,female,british
896,uk_uk,v0000.wav,female,british,v0050.wav,female,british
897,mixed,v0089.wav,female,american,v0031.wav,male,british
78,mixed,v0044.wav,male,american,v0050.wav,female,british
826,uk_uk,v0031.wav,male,british,v0092.wav,male,british
857,mixed,v0092.wav,male,british,v0015.wav,female,american
923,mixed,v0031.wav,male,british,v0090.wav,female,american
708,us_us,v0080.wav,male,american,v0090.wav,female,american
975,mixed,v0092.wav,male,british,v0026.wav,male,american
964,uk_uk,v0017.wav,female,british,v0092.wav,male,british
956,uk_uk,v0092.wav,male,british,v0050.wav,female,british
982,mixed,v0050.wav,female,british,v0012.wav,male,american
737,us_us,v0051.wav,male,american,v0074.wav,male,american
789,mixed,v0092.wav,male,british,v0026.wav,male,american
966,uk_uk,v0092.wav,male,british,v0017.wav,female,british
